timing,simulator,obstacles,agents,k_neighbor,map_name,delay_start,delay_interval,delay_ratio,delay_type,makespan,soc,total_time,makespan_time,feasibility,cycle,execution_time,first_agent_arriving,cycle_count,cycle_agents,unblocked_agents,feasibility_count,feasibility_type_a,feasibility_type_b,feasibility_type_c,average_timestep_time,average_feasibility_time,average_cycle_time,average_feasibility_unsettled,average_feasibility_loop,average_feasibility_topo,average_feasibility_recursion,makespan_lower,makespan_upper,soc_lower,soc_upper,average_timestep_time_lower,average_timestep_time_upper,makespan_time_lower,makespan_time_upper,partial_replan_count,partial_replan_time,full_replan_count,full_replan_time,data_points,all_node_pairs,fixed_node_pairs,added_node_pairs
discrete,online,270,10,2,random,0,0,0.1,agent,46.57,27.239,0.007748245150000001,0.00015930586179609336,heuristic,proposed,0.0050467157129999995,9.54,9.49,41.69,93.15,11.25,0,0,0,0.0005417765805315721,0.0004808341016342179,0.0005431055382990937,0.0,0.0,0.0,0.0,46.0904299837975,47.0495700162025,26.96534357540859,27.512656424591412,0.0005132975810567717,0.0005702555800063726,0.00015088815627507698,0.00016772356731710973,0,0,0,0,1000,,,
discrete,default,270,10,2,random,0,0,0.1,agent,46.64,27.192,0.000127768353,2.7654401266872706e-06,heuristic,proposed,0.0,9.47,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.16306838171795,47.11693161828205,26.92007626882888,27.46392373117112,0.0,0.0,2.724272168221913e-06,2.806608085152628e-06,0,0,0,0,1000,0.0,0.0,0.0
discrete,online,270,10,2,random,0,0,0.1,agent,46.57,27.239,0.007748245150000001,0.00015930586179609336,heuristic,proposed,0.0050467157129999995,9.54,9.49,41.69,93.15,11.25,0,0,0,0.0005417765805315721,0.0004808341016342179,0.0005431055382990937,0.0,0.0,0.0,0.0,46.0904299837975,47.0495700162025,26.96534357540859,27.512656424591412,0.0005132975810567717,0.0005702555800063726,0.00015088815627507698,0.00016772356731710973,0,0,0,0,1000,,,
discrete,online,270,10,2,random,0,1,0.1,agent,52.489,30.5715,0.008504054144000002,0.00015503839144210285,heuristic,proposed,0.005442351998,10.507,10.437,41.632,101.505,13.173,0,0,0,0.0005209373303901486,0.0004616966943024656,0.0005229240627936112,0.0,0.0,0.0,0.0,51.92729088885613,53.05070911114387,30.256432794381475,30.886567205618526,0.0004967322332836425,0.0005451424274966547,0.0001480943094158821,0.0001619824734683236,0,0,0,0,1000,,,
discrete,default,270,10,2,random,0,1,0.1,agent,52.782,30.633799999999997,0.000229577785,4.362888826771017e-06,heuristic,proposed,0.0,10.447,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.228557020901384,53.33544297909861,30.31882701403343,30.948772985966563,0.0,0.0,4.239038439057335e-06,4.486739214484699e-06,0,0,0,0,1000,0.0,0.0,0.0
discrete,online,270,10,2,random,0,1,0.1,agent,52.489,30.5715,0.008504054144000002,0.00015503839144210285,heuristic,proposed,0.005442351998,10.507,10.437,41.632,101.505,13.173,0,0,0,0.0005209373303901486,0.0004616966943024656,0.0005229240627936112,0.0,0.0,0.0,0.0,51.92729088885613,53.05070911114387,30.256432794381475,30.886567205618526,0.0004967322332836425,0.0005451424274966547,0.0001480943094158821,0.0001619824734683236,0,0,0,0,1000,,,
discrete,online,270,10,2,random,0,10,0.1,agent,59.319,32.2162,0.009426000817,0.00015203779118051934,heuristic,proposed,0.005555888195999999,10.245,10.192,40.4,98.339,12.997,0,0,0,0.0005336884121927073,0.00046731151542368543,0.0005361156565729863,0.0,0.0,0.0,0.0,58.442791768560376,60.19520823143963,31.857385814509254,32.575014185490744,0.0005084833355223539,0.0005588934888630607,0.00014492154401884902,0.00015915403834218967,0,0,0,0,1000,,,
discrete,default,270,10,2,random,0,10,0.1,agent,61.478,33.3841,0.00016334074199999998,2.728340498801561e-06,heuristic,proposed,0.0,10.286,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.58313901314389,62.37286098685611,32.990164475954614,33.77803552404538,0.0,0.0,2.684401653761769e-06,2.7722793438413534e-06,0,0,0,0,1000,0.0,0.0,0.0
discrete,online,270,10,2,random,0,10,0.1,agent,59.319,32.2162,0.009426000817,0.00015203779118051934,heuristic,proposed,0.005555888195999999,10.245,10.192,40.4,98.339,12.997,0,0,0,0.0005336884121927073,0.00046731151542368543,0.0005361156565729863,0.0,0.0,0.0,0.0,58.442791768560376,60.19520823143963,31.857385814509254,32.575014185490744,0.0005084833355223539,0.0005588934888630607,0.00014492154401884902,0.00015915403834218967,0,0,0,0,1000,,,
discrete,online,270,10,2,random,0,20,0.1,agent,64.296,33.2566,0.009581847048,0.00014341173839749853,heuristic,proposed,0.005327452906999999,10.072,10.019,39.981,96.806,12.455,0,0,0,0.0005220436954463348,0.00046082849835554215,0.0005245111449004851,0.0,0.0,0.0,0.0,63.392000159943805,65.19999984005621,32.88319439129386,33.630005608706135,0.0004976797201268179,0.0005464076707658517,0.0001356304701409582,0.00015119300665403885,0,0,0,0,1000,,,
