simulator,obstacles,agents,timestep,interval,rate,delay_type,map_seed,agent_seed,value,value_lower,value_upper,execution_time,first_agent_arriving,average_timestep_time,average_timestep_time_lower,average_timestep_time_upper
replan,90,20,1,1,0.1,agent,6,6,23.939999999999998,23.730894869151232,24.149105130848763,0.05994448,10.5,0.005721929363636363,0.005473962546300949,0.005969896180971777
replan,90,20,1,1,0.1,agent,6,7,22.315,22.119781967814127,22.510218032185875,0.0068767030000000005,2.1,0.0032345498333333335,0.0030084044830637076,0.0034606951836029594
replan,90,20,1,1,0.1,agent,6,8,23.465,23.195723046316495,23.734276953683505,0.02784893,4.4,0.00634464,0.0061599556158116854,0.006529324384188315
replan,90,20,1,1,0.1,agent,6,9,24.974999999999998,24.797958198291305,25.15204180170869,0.023973090000000002,5.3,0.004516059,0.004412312731613887,0.004619805268386113
replan,90,20,1,1,0.1,agent,7,0,21.66,21.484936381068707,21.835063618931294,0.022827180000000002,5.2,0.004385323666666666,0.004286177127398834,0.004484470205934499
replan,90,20,1,1,0.1,agent,7,1,23.11,22.940715658839732,23.279284341160267,0.05816599,10.0,0.005811421080808081,0.005532865411360606,0.006089976750255557
replan,90,20,1,1,0.1,agent,7,2,21.860000000000003,21.702910779683787,22.01708922031622,0.02980723,5.6,0.005299581952380953,0.004790109198288263,0.005809054706473643
replan,90,20,1,1,0.1,agent,7,3,28.435000000000002,28.300058327496735,28.56994167250327,0.04048231,8.0,0.005022700992063493,0.0047853456182928,0.005260056365834186
replan,90,20,1,1,0.1,agent,7,4,24.904999999999998,24.621627754836286,25.18837224516371,0.05985182,8.9,0.006715047861111112,0.006562315244756423,0.006867780477465802
replan,90,20,1,1,0.1,agent,7,5,21.065,20.828312816798594,21.30168718320141,0.012098590000000001,3.1,0.0038887425000000003,0.003735955039190961,0.00404152996080904
replan,90,20,1,1,0.1,agent,7,6,24.1,23.98440595787167,24.215594042128334,0.05848690000000001,10.0,0.005840292166666666,0.00567344581959547,0.0060071385137378626
replan,90,20,1,1,0.1,agent,7,7,22.57,22.267343998873255,22.872656001126746,0.0,1.0,,,
replan,90,20,1,1,0.1,agent,7,8,24.994999999999997,24.826009810827657,25.16399018917234,0.026280340000000003,5.5,0.004765843666666667,0.004557726436422694,0.00497396089691064
replan,90,20,1,1,0.1,agent,7,9,21.119999999999997,20.909945311288865,21.33005468871113,0.012731629999999999,3.1,0.004098672500000001,0.003941612907076256,0.004255732092923746
replan,90,20,1,1,0.1,agent,8,0,20.57,20.402064559548933,20.737935440451068,0.025277099999999997,5.5,0.004571187666666666,0.004231752837967662,0.00491062249536567
replan,90,20,1,1,0.1,agent,8,1,22.355,22.231729154051184,22.478270845948817,0.030718839999999997,6.8,0.004508389642857142,0.004417760930296352,0.004599018355417933
replan,90,20,1,1,0.1,agent,8,2,25.725,25.47306862594361,25.97693137405639,0.2905897,8.4,0.03463599027777777,0.02999087138411617,0.03928110917143937
replan,90,20,1,1,0.1,agent,8,3,28.884999999999998,28.749008998534507,29.02099100146549,0.03958518,7.8,0.005073401091269841,0.004955684895078752,0.0051911172874609295
replan,90,20,1,1,0.1,agent,8,4,25.134999999999998,24.977684719385053,25.292315280614943,0.038034500000000006,7.5,0.005074244107142857,0.004972995422320287,0.0051754927919654276
replan,90,20,1,1,0.1,agent,8,5,23.400000000000002,23.267235377077768,23.532764622922237,0.02131016,4.6,0.004611216333333333,0.004459480717476007,0.004762951949190659
replan,90,20,1,1,0.1,agent,8,6,19.669999999999998,19.505485191690646,19.83451480830935,0.01687537,4.2,0.0040056255,0.0038640809166643896,0.004147170083335611
