simulator,obstacles,agents,timestep,interval,rate,delay_type,map_seed,agent_seed,value,value_lower,value_upper,execution_time,first_agent_arriving,average_timestep_time,average_timestep_time_lower,average_timestep_time_upper
replan,90,20,1,20,0.2,agent,8,1,29.635,28.033011310311878,31.236988689688125,0.031113650000000003,6.8,0.004527322333333333,0.00435948948411865,0.004695155182548015
replan,90,20,1,20,0.2,agent,8,2,33.15,31.025565289771464,35.27443471022853,0.30737178,8.0,0.0384214725,0.03139564909842878,0.04544729590157122
replan,90,20,1,20,0.2,agent,8,3,35.47500000000001,34.27498420009615,36.67501579990387,0.04442646,7.6,0.005847108791208791,0.005166034459645736,0.006528183122771846
replan,90,20,1,20,0.2,agent,8,4,32.455,30.97089061089442,33.939109389105575,0.03864201999999999,7.4,0.005219453650793651,0.005086344018415294,0.005352563283172009
replan,90,20,1,20,0.2,agent,8,5,30.77,28.936846070700962,32.60315392929903,0.01929623,4.4,0.00433452375,0.0041559576053717484,0.004513089894628252
replan,90,20,1,20,0.2,agent,8,6,25.7,24.37535507402046,27.024644925979537,0.02041164,4.9,0.004060390694444445,0.003829062270145546,0.004291719118743344
replan,90,20,1,20,0.2,agent,8,7,30.95,29.165188103604365,32.734811896395634,0.029042630000000003,4.6,0.006156840500000001,0.005621134602726652,0.006692546397273349
replan,90,20,1,20,0.2,agent,8,8,31.575000000000006,30.103800504990723,33.04619949500929,0.01947013,4.1,0.00464459,0.0043383082478397955,0.004950871752160204
replan,90,20,1,20,0.2,agent,8,9,27.135,25.558683287239766,28.711316712760237,0.02936665,5.3,0.00552118,0.005119305172822037,0.005923054827177962
replan,90,20,1,20,0.2,agent,9,0,26.76,25.828539257184353,27.69146074281565,0.01125936,3.0,0.00375312,0.0036585185889056403,0.0038477214110943596
replan,90,20,1,20,0.2,agent,9,1,26.665,25.78207420227764,27.547925797722357,0.041294590000000006,8.4,0.004912370000000001,0.004795043281001518,0.005029696718998484
replan,90,20,1,20,0.2,agent,9,2,32.015,29.994825539599358,34.03517446040064,0.01726233,3.9,0.0042191964880952375,0.003875909307556892,0.0045624836686335825
replan,90,20,1,20,0.2,agent,9,3,38.035000000000004,35.67600582634333,40.39399417365668,0.05742437,11.2,0.005128085664335665,0.004885211832006513,0.005370959496664817
replan,90,20,1,20,0.2,agent,9,4,35.84,33.661728106426146,38.01827189357386,0.05468366,9.2,0.005926872447552448,0.005620054394525009,0.006233690500579887
replan,90,20,1,20,0.2,agent,9,5,31.815000000000005,28.51443552078093,35.11556447921908,0.015123170000000002,3.5,0.00417553375,0.003894052570343901,0.004457014929656099
replan,90,20,1,20,0.2,agent,9,6,28.48,25.215501767917672,31.74449823208233,0.045662369999999994,7.8,0.005865758952380952,0.005662587252686657,0.006068930652075247
replan,90,20,1,20,0.2,agent,9,7,32.09,30.5226589867254,33.65734101327461,0.013029780999999999,2.8,0.0039028145,0.003239872145779949,0.00456575685422005
replan,90,20,1,20,0.2,agent,9,8,33.995,32.52513447941882,35.46486552058118,0.02718958,5.0,0.005379714999999999,0.005101649011778127,0.005657780988221872
replan,90,20,1,20,0.2,agent,9,9,31.209999999999997,28.528667745567642,33.89133225443235,0.03759147,6.4,0.005869370416666667,0.005654164968847351,0.006084575864485983
replan,90,20,1,20,0.3,agent,0,0,36.215,33.77089007639629,38.659109923603715,0.03667752,6.3,0.005831667202380952,0.00492397701921197,0.006739357385549934
replan,90,20,1,20,0.3,agent,0,1,38.625,33.37977424723522,43.87022575276478,0.07293368,9.4,0.007721786666666666,0.007292048838095058,0.008151524495238273
replan,90,20,1,20,0.3,agent,0,2,35.5,32.20547271731095,38.79452728268905,0.02927012,5.7,0.005071943019480519,0.004870916792891362,0.0052729692460696765
replan,90,20,1,20,0.3,agent,0,3,43.585,39.72321177992431,47.44678822007569,0.039299959999999995,7.4,0.005287403333333333,0.005161984458611804,0.005412822208054862
replan,90,20,1,20,0.3,agent,0,4,37.29,36.03378402656049,38.54621597343951,0.03501257,6.9,0.005045669444444445,0.004852737913326537,0.005238600975562353
replan,90,20,1,20,0.3,agent,0,5,36.7,33.09026214370209,40.309737856297915,0.018811981999999998,4.3,0.004141816948717949,0.0032890026235278926,0.004994631273908006
replan,90,20,1,20,0.3,agent,0,6,35.879999999999995,33.689273411823926,38.070726588176065,0.04747652,8.6,0.00552543125,0.005370214262116802,0.0056806482378831975
replan,90,20,1,20,0.3,agent,0,7,38.655,35.665752869130955,41.64424713086905,0.03352691,5.0,0.0061415233333333335,0.004553103332488811,0.007729943334177856
replan,90,20,1,20,0.3,agent,0,8,39.50000000000001,37.92495079472747,41.07504920527254,0.019420076,2.9,0.006107749,0.004977363820650732,0.007238134179349268
replan,90,20,1,20,0.3,agent,0,9,35.510000000000005,32.883298797537236,38.136701202462774,0.025604520000000002,5.3,0.004816865333333334,0.0046535311358471354,0.004980199530819533
replan,90,20,1,20,0.3,agent,1,0,34.885000000000005,32.13989457534117,37.630105424658844,0.02877846,5.9,0.004842548285714286,0.0047103089315907055,0.004974787639837866
replan,90,20,1,20,0.3,agent,1,1,41.915000000000006,39.84142105788292,43.988578942117094,0.07653644000000001,9.9,0.007745640848484847,0.006540251648146961,0.008951030048822734
replan,90,20,1,20,0.3,agent,1,2,39.655,36.30059178803337,43.00940821196663,0.043097449999999995,8.4,0.005146780164835165,0.004701171159659591,0.005592389170010739
replan,90,20,1,20,0.3,agent,1,3,43.81999999999999,39.28616948726035,48.353830512739634,0.05853001,10.7,0.0053948563450292395,0.005087201809380022,0.005702510880678457
replan,90,20,1,20,0.3,agent,1,4,36.724999999999994,33.74791322145313,39.70208677854686,0.05450172000000001,7.4,0.007395375714285715,0.006530189253260768,0.008260562175310661
replan,90,20,1,20,0.3,agent,1,5,34.394999999999996,29.472202901964565,39.31779709803543,0.01717658,4.1,0.0038404431410256406,0.0034540004150182776,0.004226885867033004
replan,90,20,1,20,0.3,agent,1,6,30.095,28.660669265646952,31.529330734353046,0.030834450000000003,6.9,0.004405178428571429,0.0041056634226620805,0.004704693434480778
replan,90,20,1,20,0.3,agent,1,7,32.865,29.73313756402908,35.996862435970925,0.0061947799999999996,2.0,0.00102534375,-0.000521401365179716,0.002572088865179716
replan,90,20,1,20,0.3,agent,1,8,43.529999999999994,40.99016394801135,46.06983605198864,0.0562608,10.2,0.005524064722222222,0.005330428214286522,0.005717701230157922
replan,90,20,1,20,0.3,agent,1,9,39.28,36.41300397175284,42.14699602824716,0.03573875,5.7,0.006062634647435898,0.005462571115759352,0.006662698179112444
replan,90,20,1,20,0.3,agent,2,0,35.265,30.324200116587367,40.20579988341264,0.014518018999999998,3.8,0.0036558857777777773,0.003349463429749287,0.003962308125806268
replan,90,20,1,20,0.3,agent,2,1,41.19,37.93760325600909,44.442396743990905,0.05415832,8.6,0.006274360892857144,0.006129085729262853,0.006419636056451435
replan,90,20,1,20,0.3,agent,2,2,36.14,33.331784990853016,38.948215009146985,0.03994351,7.6,0.005272519,0.004964260442347624,0.005580777557652376
replan,90,20,1,20,0.3,agent,2,3,42.975,40.142971064372226,45.80702893562778,0.03782848,7.0,0.005380572424242424,0.005195245405826525,0.005565899442658323
replan,90,20,1,20,0.3,agent,2,4,37.615,34.68232507196686,40.547674928033146,0.025833469999999997,4.6,0.005313125151515151,0.004943899630590937,0.0056823506724393655
replan,90,20,1,20,0.3,agent,2,5,33.184999999999995,31.070017469298577,35.29998253070141,0.02158417,4.5,0.004483329583333333,0.004101140640390989,0.004865518526275678
replan,90,20,1,20,0.3,agent,2,6,37.445,35.5262033511347,39.3637966488653,0.03963829,6.3,0.0061216813888888885,0.005761536487951931,0.006481826289825846
replan,90,20,1,20,0.3,agent,2,7,40.519999999999996,35.756346030583956,45.28365396941604,0.013934348,3.4,0.0033253106666666665,0.0027815348103804975,0.0038690865229528354
replan,90,20,1,20,0.3,agent,2,8,35.254999999999995,32.68582444572115,37.82417555427884,0.03636163,6.0,0.006060271666666667,0.0056340495302762425,0.006486493803057092
replan,90,20,1,20,0.3,agent,2,9,38.795,35.75772930642566,41.832270693574344,0.029937360000000003,5.4,0.005529635952380953,0.00535250234118485,0.005706769563577057
replan,90,20,1,20,0.3,agent,3,0,33.184999999999995,29.414924694683542,36.95507530531645,0.009359720999999998,2.8,0.003013264666666667,0.0024267298091296087,0.0035997995242037254
replan,90,20,1,20,0.3,agent,3,1,36.835,32.68472929258985,40.98527070741015,0.0410952,7.3,0.005618307857142856,0.005342100347813105,0.005894515366472607
replan,90,20,1,20,0.3,agent,3,2,40.035,36.73598633354985,43.33401366645014,0.028245350000000002,5.8,0.004650941923076923,0.004341169846029232,0.004960714000124614
replan,90,20,1,20,0.3,agent,3,3,40.755,38.139326604855384,43.37067339514462,0.04267754,8.5,0.004982759476190476,0.004823324597551358,0.005142194354829594
replan,90,20,1,20,0.3,agent,3,4,38.584999999999994,36.96632770775164,40.20367229224835,0.02244099,4.4,0.004595256666666667,0.003976369203346968,0.005214144129986366
replan,90,20,1,20,0.3,agent,3,5,33.875,31.15992707398788,36.59007292601212,0.035659199999999995,6.5,0.005517006809523809,0.004762872216055669,0.006271141402991949
replan,90,20,1,20,0.3,agent,3,6,43.515,40.20132581271588,46.82867418728412,0.05506247000000001,10.4,0.005297780262626262,0.005129071701150674,0.00546648882410185
replan,90,20,1,20,0.3,agent,3,7,40.584999999999994,37.43824036572941,43.731759634270574,0.018771450000000002,4.2,0.004258092222222222,0.003967208024108361,0.004548976420336083
replan,90,20,1,20,0.3,agent,3,8,37.71,35.11460250759256,40.305397492407444,0.02741706,5.0,0.005483412,0.005338253244247963,0.005628570755752037
replan,90,20,1,20,0.3,agent,3,9,40.34,37.369244122633006,43.310755877367,0.03182082,5.4,0.005878162095238096,0.005596767790141358,0.006159556400334835
replan,90,20,1,20,0.3,agent,4,0,38.654999999999994,34.43717543074824,42.87282456925175,0.010691928,2.6,0.003608517,0.002770162989027917,0.004446871010972083
replan,90,20,1,20,0.3,agent,4,1,31.505000000000003,29.36653016218672,33.643469837813285,0.02521197,5.3,0.004739436,0.004570111840080156,0.004908760159919844
replan,90,20,1,20,0.3,agent,4,2,37.855000000000004,35.24710951776393,40.46289048223608,0.03125233000000001,6.0,0.005203194987012988,0.004920629014927029,0.005485760959098947
replan,90,20,1,20,0.3,agent,4,3,44.14,41.75978493565395,46.520215064346054,0.06214731,10.8,0.0056042083333333334,0.005054991398980333,0.006153425267686334
replan,90,20,1,20,0.3,agent,4,4,46.339999999999996,43.94104658954235,48.73895341045764,0.10768609,16.9,0.006374887320261438,0.006063762725910763,0.006686011914612113
replan,90,20,1,20,0.3,agent,4,5,40.575,37.69666982979224,43.453330170207764,0.02231611,4.1,0.005278768484848485,0.004984902670954034,0.005572634298742936
replan,90,20,1,20,0.3,agent,4,6,33.305,31.463239585190742,35.14676041480926,0.040550390000000006,7.5,0.005362658939393939,0.00516478309137451,0.005560534787413368
replan,90,20,1,20,0.3,agent,4,7,41.72,37.14711521107733,46.29288478892267,0.01832115,4.1,0.004207540138888888,0.003836836180670327,0.00457824409710745
replan,90,20,1,20,0.3,agent,4,8,37.32000000000001,34.98467650359898,39.65532349640103,0.02560821,5.0,0.005009328392857143,0.004677618997510333,0.005341037788203953
replan,90,20,1,20,0.3,agent,4,9,33.085,30.701308727622525,35.46869127237748,0.022711919999999997,4.6,0.0048836949999999995,0.004664936368895122,0.005102453631104877
replan,90,20,1,20,0.3,agent,5,0,30.709999999999997,28.526058076556584,32.89394192344341,0.02332545,4.7,0.004917895714285714,0.004691327488108267,0.0051444639404631615
replan,90,20,1,20,0.3,agent,5,1,42.51,39.81381190259079,45.2061880974092,0.05203002999999999,9.3,0.005578835277777777,0.005296648755054279,0.005861021800501276
replan,90,20,1,20,0.3,agent,5,2,38.13,35.65616797677979,40.603832023220214,0.031509169999999996,6.6,0.004656724205128205,0.004451059546859147,0.004862388863397264
replan,90,20,1,20,0.3,agent,5,3,41.17,38.44901995663867,43.89098004336133,0.05645553,10.3,0.005494682182539683,0.0051478710899749,0.005841493275104466
replan,90,20,1,20,0.3,agent,5,4,38.92999999999999,36.96445284746238,40.8955471525376,0.03378624,6.3,0.005300444484848486,0.005048070897578116,0.005552818072118855
replan,90,20,1,20,0.3,agent,5,5,33.125,29.83331085069507,36.41668914930493,0.027629770000000005,3.8,0.00694887,0.006007110608736484,0.007890629391263516
replan,90,20,1,20,0.3,agent,5,6,37.265,33.42084677062076,41.10915322937924,0.04253157,8.1,0.005213513083333333,0.004911207078679082,0.005515819087987583
replan,90,20,1,20,0.3,agent,5,7,35.75500000000001,32.54321257206941,38.96678742793061,0.015551861,3.2,0.003805168,0.0026506834355200463,0.004959652564479953
replan,90,20,1,20,0.3,agent,5,8,37.735,35.24131728811734,40.22868271188266,0.0226897,4.3,0.005129250833333334,0.004763003166514657,0.005495498500152011
replan,90,20,1,20,0.3,agent,5,9,39.685,37.21307354135858,42.15692645864142,0.02247654,4.3,0.00522256,0.005068579525888916,0.0053765404741110846
replan,90,20,1,20,0.3,agent,6,0,37.745,34.48301739327893,41.00698260672107,0.014034210000000002,3.3,0.0042149058333333335,0.0039928784406830994,0.0044369332259835675
replan,90,20,1,20,0.3,agent,6,1,37.285,35.05371515421476,39.516284845785236,0.06226198000000001,8.3,0.007515145113636363,0.006147377197262219,0.008882913030010507
replan,90,20,1,20,0.3,agent,6,2,42.19500000000001,38.053939189548785,46.33606081045123,0.04483502,7.2,0.006236457333333333,0.005853658819290378,0.006619255847376288
replan,90,20,1,20,0.3,agent,6,3,45.56,38.68354639713357,52.436453602866436,0.029974400000000002,6.0,0.004995733333333334,0.0046778145720028225,0.005313652094663845
replan,90,20,1,20,0.3,agent,6,4,40.91000000000001,38.37175392801731,43.44824607198271,0.07109636,11.2,0.00631246588023088,0.006139852731823929,0.006485079028637831
replan,90,20,1,20,0.3,agent,6,5,33.04,31.473021805548576,34.60697819445142,0.03166535,6.3,0.0050199620833333335,0.004838323396257715,0.005201600770408952
replan,90,20,1,20,0.3,agent,6,6,35.879999999999995,33.99319577734382,37.76680422265617,0.06242383,10.7,0.005837079,0.005570453023580661,0.006103704976419339
replan,90,20,1,20,0.3,agent,6,7,35.455,32.984488575539075,37.92551142446092,0.011552034,3.0,0.0033283098571428573,0.0027356411366785995,0.003920978577607115
replan,90,20,1,20,0.3,agent,6,8,36.035,33.744675259479436,38.32532474052056,0.029177020000000005,4.4,0.006606994166666667,0.006348142098713639,0.006865846234619695
replan,90,20,1,20,0.3,agent,6,9,40.35999999999999,38.02105152601889,42.6989484739811,0.02467507,5.3,0.004646397333333333,0.004377154269114089,0.004915640397552577
replan,90,20,1,20,0.3,agent,7,0,34.0,32.46064309664685,35.53935690335315,0.02208926,5.0,0.004417852,0.004082750736490031,0.004752953263509969
replan,90,20,1,20,0.3,agent,7,1,38.66,34.7308588253528,42.589141174647196,0.04889539,8.9,0.0054836980050505055,0.0052917398298950894,0.005675656180205922
replan,90,20,1,20,0.3,agent,7,2,36.220000000000006,34.404768636472284,38.03523136352773,0.03586037,6.9,0.005118886547619049,0.004758658652179297,0.0054791144430588
replan,90,20,1,20,0.3,agent,7,3,43.51,40.27214611049404,46.747853889505954,0.0531965,9.0,0.006001175630252101,0.004942494059352813,0.007059857201151388
replan,90,20,1,20,0.3,agent,7,4,37.11,35.04598904990973,39.17401095009027,0.059823610000000006,8.7,0.0068555400833333335,0.006461388449410707,0.00724969171725596
replan,90,20,1,20,0.3,agent,7,5,32.165,30.307438966846867,34.02256103315313,0.02204863,4.4,0.004721254848484849,0.004272138876293905,0.005170370820675793
replan,90,20,1,20,0.3,agent,7,6,37.17,34.18900287365867,40.15099712634133,0.07310443000000001,10.2,0.0071039522222222234,0.006248475637762884,0.007959428806681563
replan,90,20,1,20,0.3,agent,7,7,36.985,34.67053510716425,39.29946489283575,0.00239012,1.4,0.0007967066666666666,-0.0004061880568280226,0.0019996013901613556
replan,90,20,1,20,0.3,agent,7,8,39.79,36.91564566646283,42.66435433353717,0.024525529999999997,5.3,0.004616298333333334,0.0044190190048173355,0.004813577661849332
replan,90,20,1,20,0.3,agent,7,9,35.635000000000005,33.431021477567015,37.838978522432996,0.017724860000000002,3.9,0.004425471666666667,0.0041386595652926645,0.004712283768040669
replan,90,20,1,20,0.3,agent,8,0,35.58,31.730446242639697,39.4295537573603,0.02983676,6.3,0.004690964726495726,0.00442887738900851,0.0049530520639829425
replan,90,20,1,20,0.3,agent,8,1,35.59,32.58158611487981,38.598413885120195,0.03387766,7.2,0.004632998666666667,0.004406838264408927,0.004859159068924408
replan,90,20,1,20,0.3,agent,8,2,41.839999999999996,39.563698305407776,44.11630169459222,0.255762,8.7,0.030398282692307693,0.017833790929915883,0.0429627744546995
replan,90,20,1,20,0.3,agent,8,3,43.27,40.90305609990782,45.636943900092184,0.04264522,8.4,0.0050643071428571424,0.0049675709689673275,0.005161043316746957
replan,90,20,1,20,0.3,agent,8,4,39.614999999999995,37.58080130007499,41.649198699925,0.03981392,7.4,0.0053813603174603175,0.005170397654416581,0.005592322980504054
replan,90,20,1,20,0.3,agent,8,5,37.865,35.65400254296366,40.075997457036344,0.021262510000000002,4.6,0.004550113333333333,0.004322050212997072,0.0047781764536695935
replan,90,20,1,20,0.3,agent,8,6,33.05499999999999,30.928194605880492,35.18180539411949,0.02511818,5.8,0.004143204499999999,0.003834522946733611,0.0044518860532663865
replan,90,20,1,20,0.3,agent,8,7,39.045,36.30386399391271,41.7861360060873,0.03447942,5.4,0.006115714,0.005591561186788016,0.006639866813211985
replan,90,20,1,20,0.3,agent,8,8,39.955,36.27604918585228,43.63395081414772,0.04570432000000001,4.5,0.009506077333333337,-0.0009752137319823332,0.019987368398649008
replan,90,20,1,20,0.3,agent,8,9,32.795,29.97019807570481,35.61980192429519,0.028990310000000002,5.3,0.005436741,0.004796834292787843,0.006076647707212157
replan,90,20,1,20,0.3,agent,9,0,31.765000000000004,29.911115777128533,33.61888422287147,0.011095423999999998,3.0,0.0036984746666666657,0.003434052937540963,0.003962896395792368
replan,90,20,1,20,0.3,agent,9,1,33.05,31.102777419260136,34.99722258073986,0.04314371,8.6,0.005020783500000001,0.004926119466314209,0.005115447533685792
replan,90,20,1,20,0.3,agent,9,2,40.845,37.50784107857351,44.182158921426485,0.02374644,4.8,0.00467096180952381,0.004276485937779553,0.005065437681268068
replan,90,20,1,20,0.3,agent,9,3,45.385000000000005,42.11250602705838,48.65749397294163,0.05942535,11.9,0.004971501553030303,0.00472248664079134,0.0052205164652692655
replan,90,20,1,20,0.3,agent,9,4,44.58,42.581604677601284,46.57839532239871,0.07230848999999999,10.2,0.006958816973026973,0.006042417173402864,0.007875216772651083
replan,90,20,1,20,0.3,agent,9,5,37.925,33.818485458476545,42.03151454152345,0.01755593,4.1,0.00402172875,0.0036446853474764143,0.004398772152523585
replan,90,20,1,20,0.3,agent,9,6,34.714999999999996,31.75900643999504,37.67099356000495,0.06317231,8.4,0.007627655585137084,0.003470953140898913,0.011784358029375256
replan,90,20,1,20,0.3,agent,9,7,40.295,36.67211569456007,43.917884305439934,0.018079483,3.6,0.0041191695,0.003332202789437606,0.004906136210562395
replan,90,20,1,20,0.3,agent,9,8,41.765,38.678905296537984,44.85109470346202,0.03018141,5.2,0.00573736,0.005433522744024889,0.006041197255975112
replan,90,20,1,20,0.3,agent,9,9,37.660000000000004,34.261372875215216,41.05862712478479,0.04351198999999999,6.6,0.0066115837499999995,0.0062373519614057835,0.0069858155385942155
replan,90,30,1,1,0.1,agent,0,0,21.15998,20.924769421770453,21.39519057822955,0.06467911,6.6,0.009806687976190475,0.009434870182624778,0.010178505769756173
replan,90,30,1,1,0.1,agent,0,1,23.389999999999997,23.190782966812357,23.589217033187637,0.12578830000000002,10.4,0.012087447272727272,0.011198513115205925,0.01297638143024862
replan,90,30,1,1,0.1,agent,0,2,24.19334,23.955744113203526,24.430935886796473,0.03595457,4.4,0.0081227795,0.007301709762085591,0.008943849237914409
replan,90,30,1,1,0.1,agent,0,3,29.45,29.242350163039845,29.657649836960154,0.05656444000000001,6.5,0.008682407976190477,0.008461677377168077,0.008903138575212877
replan,90,30,1,1,0.1,agent,0,4,25.889999999999997,25.801447431590116,25.978552568409878,0.05310690999999999,6.5,0.008209884047619046,0.007465611930166923,0.00895415616507117
replan,90,30,1,1,0.1,agent,0,5,22.00332,21.822265267116297,22.1843747328837,0.025419709999999995,3.2,0.007896113333333333,0.00611011367812136,0.009682112988545306
replan,90,30,1,1,0.1,agent,0,6,21.683349999999997,21.507316311847575,21.85938368815242,0.02544844,3.1,0.008222815,0.007605273560437127,0.008840356439562873
replan,90,30,1,1,0.1,agent,0,7,23.28333,23.06674187723496,23.499918122765038,0.05109222,5.2,0.009820106666666665,0.008875163983521242,0.010765049349812088
replan,90,30,1,1,0.1,agent,0,8,24.39667,24.181777827823264,24.611562172176736,0.011921047,2.2,0.005311431833333333,0.004864519000095852,0.0057583446665708145
replan,90,30,1,1,0.1,agent,0,9,23.97001,23.766288760533847,24.17373123946615,0.04690588,5.6,0.008355332952380954,0.007932755592318276,0.008777910312443632
replan,90,30,1,1,0.1,agent,1,0,22.56,22.457706091310833,22.662293908689165,0.020645789999999997,3.2,0.006413355833333333,0.006140993768841751,0.006685717897824915
replan,90,30,1,1,0.1,agent,1,1,26.82667,26.634643847324863,27.018696152675137,0.11861401000000002,7.8,0.015273126448412699,0.013978063759920736,0.016568189136904662
replan,90,30,1,1,0.1,agent,1,2,22.103340000000003,21.960957460052164,22.24572253994784,0.0,1.0,,,
replan,90,30,1,1,0.1,agent,1,3,28.556669999999997,28.271834801573778,28.841505198426216,0.048283820000000005,5.6,0.008613913404761904,0.008401599280406076,0.008826227529117731
replan,90,30,1,1,0.1,agent,1,4,24.21667,24.12586902250407,24.30747097749593,0.1319585,7.7,0.01692801130952381,0.013635248483087198,0.02022077413596042
replan,90,30,1,1,0.1,agent,1,5,21.54333,21.27050812091673,21.81615187908327,0.02091403,3.2,0.006496460833333334,0.006239887705609671,0.0067530339610569964
replan,90,30,1,1,0.1,agent,1,6,18.983340000000002,18.823876588105126,19.142803411894878,0.0336542,4.9,0.006817932071428572,0.006603201930027179,0.007032662212829965
replan,90,30,1,1,0.1,agent,1,7,20.463340000000002,20.25290242359384,20.673777576406163,0.0,1.0,,,
replan,90,30,1,1,0.1,agent,1,8,28.62667,28.463068547940562,28.79027145205944,0.1292567,10.1,0.012849150909090909,0.011638977537158368,0.014059324281023449
replan,90,30,1,1,0.1,agent,1,9,25.35,25.163181923853667,25.536818076146336,0.12997186,4.4,0.029316705,0.023318903913250186,0.03531450608674981
replan,90,30,1,1,0.1,agent,2,0,20.233340000000002,20.085923667722174,20.38075633227783,0.017711769999999998,3.2,0.0054943725,0.005226063821153228,0.005762681178846771
replan,90,30,1,1,0.1,agent,2,1,25.660000000000004,25.388869024522513,25.931130975477494,0.07903667,7.6,0.010391176388888888,0.009863138690753039,0.010919214087024738
replan,90,30,1,1,0.1,agent,2,2,23.20667,23.04659099320801,23.366749006791988,0.05991214,7.2,0.008284118214285714,0.007578078953777832,0.008990157474793597
replan,90,30,1,1,0.1,agent,2,3,28.33333,28.150337297238725,28.516322702761276,0.06287163,6.7,0.009285258511904761,0.00856979796750511,0.010000719056304412
replan,90,30,1,1,0.1,agent,2,4,24.46667,24.271009265719734,24.662330734280268,0.02571141,3.3,0.0077298693333333335,0.007310127410755391,0.008149611255911276
replan,90,30,1,1,0.1,agent,2,5,21.913339999999998,21.795337719555526,22.03134228044447,0.013463929999999999,2.3,0.005698715,0.005108892404105262,0.006288537595894738
replan,90,30,1,1,0.1,agent,2,6,21.44334,21.28555919399326,21.601120806006737,0.02441095,3.1,0.007834908333333333,0.007466694463442063,0.008203122203224604
replan,90,30,1,1,0.1,agent,2,7,23.33334,23.138316075943372,23.528363924056627,0.01151613,2.1,0.005408301666666666,0.005004849283216869,0.005811754050116464
replan,90,30,1,1,0.1,agent,2,8,24.1,23.941829833858552,24.25817016614145,0.06924443,6.0,0.011540738333333333,0.011040898252004612,0.012040578414662054
replan,90,30,1,1,0.1,agent,2,9,24.17666,24.055568064602657,24.29775193539734,0.035558599999999996,4.3,0.008257813999999999,0.008037456696537954,0.008478171303462043
replan,90,30,1,1,0.1,agent,3,0,20.43334,20.30321940294861,20.563460597051392,0.010217585,2.3,0.0042408041666666665,0.003681874537458894,0.004799733795874439
replan,90,30,1,1,0.1,agent,3,1,23.57667,23.39644404611102,23.75689595388898,0.08833146,7.4,0.011934793452380953,0.011275616981231638,0.012593969923530268
replan,90,30,1,1,0.1,agent,3,2,24.26001,24.125681115467366,24.394338884532637,0.03917731,4.3,0.0090752575,0.008851910551644483,0.009298604448355516
replan,90,30,1,1,0.1,agent,3,3,26.55333,26.376591743402166,26.730068256597832,0.06574167,7.6,0.008634296944444444,0.008034380729267753,0.009234213159621136
replan,90,30,1,1,0.1,agent,3,4,26.01334,25.745154424515224,26.281525575484775,0.024802309999999998,3.3,0.007398284333333334,0.006858445049729451,0.007938123616937217
replan,90,30,1,1,0.1,agent,3,5,21.796680000000002,21.71222583097059,21.881134169029416,0.0473362,5.5,0.008598255666666667,0.00836127164120533,0.008835239692128004
replan,90,30,1,1,0.1,agent,3,6,24.899990000000003,24.697352615196174,25.10262738480383,0.09062153,7.7,0.01178981375,0.010885789404166277,0.012693838095833722
replan,90,30,1,1,0.1,agent,3,7,24.13333,23.936054048118447,24.330605951881555,0.0204885,3.1,0.006599603333333333,0.0063890092024597505,0.006810197464206916
replan,90,30,1,1,0.1,agent,3,8,24.43001,24.234523284980938,24.62549671501906,0.04430208000000001,5.0,0.008860416,0.008605920701421193,0.009114911298578806
replan,90,30,1,1,0.1,agent,3,9,26.56667,26.328206569587326,26.80513343041267,0.05749409000000001,5.6,0.010229866190476191,0.00966697630906562,0.010792756071886763
replan,90,30,1,1,0.1,agent,4,0,21.69001,21.43940055013408,21.94061944986592,0.013060939999999998,2.1,0.006148676666666667,0.005769120921951808,0.006528232411381525
replan,90,30,1,1,0.1,agent,4,1,22.45666,22.27818875588658,22.63513124411342,0.058062310000000006,5.4,0.010563216619047619,0.008741774707559331,0.012384658530535907
replan,90,30,1,1,0.1,agent,4,2,24.43667,24.220890091428796,24.652449908571203,0.041329319999999996,4.2,0.0098199,0.009383378143808626,0.010256421856191373
replan,90,30,1,1,0.1,agent,4,3,29.873340000000002,29.6460631109211,30.100616889078903,0.12249351,10.4,0.01183568,0.01077597609608554,0.012895383903914459
replan,90,30,1,1,0.1,agent,4,4,27.94666,27.797038151074577,28.096281848925425,0.11923102999999999,11.0,0.010873058745920745,0.009467083191914518,0.012279034299926972
replan,90,30,1,1,0.1,agent,4,5,24.45999,24.300306302090572,24.61967369790943,0.1986236,3.2,0.06163,0.04620757123436682,0.07705242876563317
replan,90,30,1,1,0.1,agent,4,6,22.663330000000002,22.52729561355917,22.799364386440836,0.05606942,6.1,0.009197184523809524,0.008665666181362892,0.009728702866256156
replan,90,30,1,1,0.1,agent,4,7,24.100009999999997,23.955176095728426,24.24484390427157,0.023370619999999998,3.1,0.007520213333333334,0.007265117927681341,0.007775308738985326
replan,90,30,1,1,0.1,agent,4,8,25.31335,25.157106414044108,25.46959358595589,0.05151365,6.0,0.008557129238095238,0.008248201543149206,0.00886605693304127
replan,90,30,1,1,0.1,agent,4,9,25.19,24.93194093882552,25.448059061174483,0.030396250000000003,4.1,0.007414411000000001,0.007150304078924481,0.007678517921075521
replan,90,30,1,1,0.1,agent,5,0,19.960010000000004,19.85289468087751,20.067125319122496,0.03294344,4.5,0.007296820833333333,0.00704961958638069,0.007544022080285976
replan,90,30,1,1,0.1,agent,5,1,25.079999999999995,24.7775081144837,25.382491885516288,0.08179079,7.8,0.01046191748015873,0.0097516635065168,0.01117217145380066
