simulator,agents,timestep,interval,rate,delay_type,value,time,feasibility,cycle,execution_time,first_agent_arriving,cycle_count,cycle_agents,unblocked_agents,feasibility_count,feasibility_type_a,feasibility_type_b,feasibility_type_c,average_timestep_time,average_feasibility_time,average_cycle_time,obstacles
online,10,1,10,0.3,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,10,0.3,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.1,agent,64.8957894736842,0.7753962353684212,heuristic,proposed,0.5744262263052631,10.536842105263158,10.51157894736842,42.35473684210526,103.48526315789474,11.856842105263159,0.830988550582677,0.16901144941732302,0,0.05512372452623387,0.05354689615477603,0.05518134699341489,270.0
default,10,1,20,0.1,agent,68.43578947368421,0.00021043812210526315,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.1,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.1,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.1,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.2,agent,87.72947368421053,0.9232627875789473,heuristic,proposed,0.6327255969263158,11.306315789473684,11.217894736842105,40.49263157894737,109.11684210526316,13.351578947368422,0.7217826902162053,0.2782173097837947,0,0.05610575341525974,0.05362483314462339,0.056304400466464385,270.0
default,10,1,20,0.2,agent,94.73473684210526,0.00022675054105263158,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.2,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.2,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.2,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.3,agent,109.11052631578947,1.1074459862105266,heuristic,proposed,0.7172965146526317,12.48421052631579,12.277894736842105,39.44842105263158,118.33052631578947,15.886315789473684,0.654272581949362,0.34572741805063795,0,0.05747730969315491,0.05367040348118291,0.057919388595196075,270.0
default,10,1,20,0.3,agent,118.46736842105263,0.00024028398842105262,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.3,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.3,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,20,0.3,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.1,agent,73.14,0.7834168484210527,heuristic,proposed,0.5727874746,10.529473684210526,10.506315789473684,42.32,103.38631578947368,11.82421052631579,0.8109002887711373,0.18909971122886288,0,0.05493378029942895,0.053359992380156554,0.05498673631721859,270.0
default,10,1,30,0.1,agent,79.3,0.000215744512631579,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.1,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.1,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.1,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.2,agent,98.17684210526316,0.9452933330526316,heuristic,proposed,0.6346681631578948,11.284210526315789,11.213684210526315,40.433684210526316,108.95052631578947,13.288421052631579,0.6988574142069939,0.30114258579300607,0,0.056437987051192365,0.05395407866407484,0.05659297010593647,270.0
default,10,1,30,0.2,agent,109.20842105263158,0.00022549144421052633,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.2,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.2,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.2,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.3,agent,119.62736842105264,1.1428565238947368,heuristic,proposed,0.7123706718105263,12.414736842105263,12.214736842105264,39.08526315789474,117.66526315789474,15.527368421052632,0.622179615025788,0.3778203849742119,0,0.057431167459342396,0.05389418552498991,0.05785350490140084,270.0
default,10,1,30,0.3,agent,134.95684210526315,0.00023884836631578944,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.3,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.3,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,10,1,30,0.3,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.1,agent,68.06423357664234,16.677899489051097,heuristic,proposed,10.103809940145984,7.405839416058394,7.405839416058394,83.87153284671533,144.23503649635038,8.927007299270073,0.6233042634608968,0.3766957365391031,0,1.3906078908013437,1.3225290368989027,1.3906078908013437,270.0
default,20,1,10,0.1,agent,69.76642335766424,0.0002871089781021898,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.1,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.1,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.1,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.2,agent,84.72378138847859,19.94377856720827,heuristic,proposed,11.053005932053177,8.057607090103398,8.057607090103398,80.50369276218612,153.17282127031018,11.104874446085672,0.5295116407104047,0.4704883592895953,0,1.390685997742327,1.2784106386931895,1.390685997742327,270.0
default,20,1,10,0.2,agent,86.54062038404727,0.00030039401477104875,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.2,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.2,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.2,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.3,agent,107.88721804511279,23.562529443609023,heuristic,proposed,12.3617264481203,8.944360902255639,8.944360902255639,78.03458646616541,167.2736842105263,13.300751879699249,0.4720283729528957,0.5279716270471043,0,1.364316381563525,1.2137202293587395,1.364316381563525,270.0
default,20,1,10,0.3,agent,112.88571428571429,0.00032889185563909776,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.3,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.3,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,10,0.3,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.1,agent,80.91107871720116,16.89075322740525,heuristic,proposed,10.072256116618076,7.32798833819242,7.32798833819242,83.28862973760933,142.96501457725947,8.762390670553936,0.580589361820684,0.419410638179316,0,1.3958370799732627,1.3335422789086542,1.3958370799732627,270.0
default,20,1,20,0.1,agent,87.865889212828,0.0002818501180758018,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.1,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.1,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.1,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.2,agent,105.4562962962963,20.58032216296296,heuristic,proposed,10.858218496296296,7.881481481481481,7.881481481481481,78.58518518518518,149.65925925925927,10.515555555555556,0.4514521800563007,0.5485478199436992,0,1.3861459316101925,1.2821361325019935,1.3861459316101925,270.0
default,20,1,20,0.2,agent,115.44148148148147,0.000301040362962963,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.2,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.2,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.2,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.3,agent,139.76352395672333,25.03081370942813,heuristic,proposed,11.880599231839257,8.669242658423492,8.669242658423492,75.34775888717157,161.75115919629056,12.621329211746522,0.3776082692058156,0.6223917307941844,0,1.3427513872050902,1.2055221468284045,1.3427513872050902,270.0
default,20,1,20,0.3,agent,154.92117465224112,0.00033320541885625967,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.3,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.3,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,20,0.3,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.1,agent,90.62241887905604,16.896427256637168,heuristic,proposed,10.062999364306783,7.3657817109144545,7.3657817109144545,83.71238938053098,143.6946902654867,8.799410029498524,0.5624511709559742,0.4375488290440258,0,1.3831007623814808,1.3202730912691303,1.3831007623814808,270.0
default,20,1,30,0.1,agent,100.80678466076697,0.00028333997345132743,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.1,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.1,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.1,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.2,agent,130.21810089020772,21.58236583086053,heuristic,proposed,10.870256369436202,7.851632047477745,7.851632047477745,78.20029673590504,149.12017804154303,10.305637982195845,0.380742702626088,0.6192572973739121,0,1.393515091281423,1.2918097028459306,1.393515091281423,270.0
default,20,1,30,0.2,agent,147.60979228486647,0.00031870057270029674,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.2,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.2,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.2,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.3,agent,173.43213728549142,26.172351185647425,heuristic,proposed,11.736698569422778,8.636505460218409,8.636505460218409,75.01716068642746,161.32761310452418,12.31201248049922,0.3097539003102515,0.6902460996897485,0,1.3230718514104478,1.18816010201633,1.3230718514104478,270.0
default,20,1,30,0.3,agent,196.85959438377535,0.0003538970826833073,heuristic,proposed,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.3,agent,,,heuristic,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.3,agent,,,exhaustive,semi-naive,,,,,,,0.0,0.0,0,,,,270.0
online,20,1,30,0.3,agent,,,heuristic,naive,,,,,,,0.0,0.0,0,,,,270.0
