0,0,0,124,48.325,0.0914148,0.0900318,1
0,0,1,86,44.35,0.0961612,0.093737,1
0,0,2,89,40.2,0.0963927,0.0945633,2
0,0,8,92,44.375,0.0846788,0.0830837,1
0,2,9,95,50.85,0.246147,0.243774,2
0,0,3,118,46.475,0.0945533,0.0921498,1
0,0,4,107,45.175,0.0841735,0.0818571,1
0,4,4,95,51.3,0.0497245,0.0473578,3
0,4,8,95,51.225,0.0486448,0.0467341,2
0,0,5,107,46.725,0.0919887,0.0900862,1
0,0,6,131,62.45,0.084634,0.0819221,1
0,0,7,107,52.725,0.0959331,0.0933808,1
0,7,1,96,48.35,0.0500914,0.0483106,1
0,8,4,83,42.775,0.0487004,0.0469939,1
0,8,5,98,48.025,0.0445145,0.0422201,1
0,0,9,121,48.175,0.0790002,0.0734627,1
0,9,1,76,39.325,0.0236992,0.0218452,1
0,9,5,89,43.75,0.0327237,0.0304546,1
0,9,7,97,39.25,0.0235794,0.0220109,1
0,1,0,134,59.575,0.131377,0.129811,3
0,10,1,77,45.2,0.19619,0.194545,3
0,10,7,94,47.275,0.184274,0.182409,3
0,10,8,95,48.3,0.190797,0.188526,6
0,11,0,90,41.925,0.0736394,0.0714667,2
0,1,1,142,55.65,0.153532,0.150296,3
0,11,1,86,46.45,0.0736787,0.0715062,2
0,11,4,83,42.2,0.0726155,0.0708386,2
0,11,9,95,46.775,0.0682595,0.0662795,2
0,1,2,118,51.25,0.159749,0.156971,3
0,12,4,93,46.525,0.158315,0.155545,3
0,13,0,98,50.5,0.0652454,0.063233,4
0,1,3,135,55.7,0.165222,0.162402,3
0,13,1,78,38.925,0.067292,0.0652201,4
0,13,7,85,41.875,0.0627787,0.0604247,4
0,1,4,182,67.475,0.165386,0.163317,3
0,14,5,99,57.2,0.0974979,0.095564,3
0,1,5,154,64.575,0.149128,0.14686,3
0,15,6,99,50.025,0.0676629,0.0655358,5
0,1,6,149,57.6,0.156733,0.153716,3
0,16,8,90,39.35,0.0537444,0.0523519,1
0,16,9,91,37.025,0.0515588,0.050049,1
0,1,7,115,51.825,0.131404,0.129024,3
0,17,3,96,42.3,0.0222108,0.020486,2
0,17,6,92,44.3,0.0198188,0.0175646,2
0,17,8,96,46.05,0.0230141,0.0208969,2
0,17,9,89,38.55,0.0214754,0.019462,2
0,1,8,108,51.825,0.165219,0.162282,3
0,18,1,87,42.625,0.050307,0.0491617,2
0,18,6,98,43.5,0.0680726,0.066036,2
0,18,9,88,39.95,0.0678601,0.0658281,2
0,1,9,140,59.1,0.163729,0.16169,3
0,2,0,141,55.625,0.168872,0.167379,2
0,20,1,91,51.575,0.237749,0.235622,1
0,20,4,95,51.475,0.232817,0.23072,1
0,20,7,92,45.875,0.212623,0.21096,1
0,2,1,115,53.525,0.18848,0.186494,2
0,21,1,77,39.125,0.0891626,0.0877351,1
0,21,4,96,40.325,0.066921,0.0648796,1
0,2,2,119,62.875,0.170254,0.168589,2
0,2,3,148,59.5,0.24212,0.239671,2
0,23,5,90,45.5,0.130995,0.129284,1
0,2,4,118,51.975,0.231259,0.229773,2
0,2,5,116,52.075,0.248648,0.245874,2
0,25,5,92,51.45,0.235272,0.232504,1
0,25,7,89,54.325,0.269652,0.267719,1
0,25,9,84,51.25,0.268305,0.26586,1
0,2,6,116,49.7,0.249051,0.247242,2
0,26,5,81,41.575,0.112392,0.108929,3
0,26,8,94,48.575,0.0779802,0.0759223,3
0,26,9,92,45.7,0.0901796,0.0880184,3
0,2,7,111,52.2,0.245532,0.243615,2
0,27,1,88,42.9,0.0457524,0.0436305,1
0,27,2,98,46.375,0.043024,0.0412513,1
0,27,4,99,47.675,0.041654,0.0397612,3
0,2,8,115,61.575,0.170927,0.169342,2
0,28,1,91,53.025,0.516219,0.514547,3
0,3,0,107,54.325,0.132873,0.130753,3
0,30,1,83,41.775,0.0839278,0.0823466,2
0,30,2,84,39.275,0.0907635,0.0892055,2
0,30,5,86,41.525,0.0748378,0.0734917,2
0,30,8,95,43.1,0.0786575,0.0766002,2
0,31,0,82,37.85,0.020112,0.0176246,2
0,3,1,152,58.575,0.118162,0.115868,3
0,31,3,90,39.025,0.0213491,0.0193065,2
0,31,8,90,39.425,0.0205373,0.0181635,2
0,31,9,88,36.35,0.0209126,0.0189163,2
0,3,2,112,60.575,0.125061,0.122346,3
0,33,0,97,53.05,0.155505,0.152904,6
0,3,3,140,61.925,0.124208,0.122117,3
0,33,8,98,49.775,0.133521,0.131316,6
0,33,9,91,47.925,0.164388,0.162555,6
0,3,4,108,55.875,0.1023,0.100424,3
0,3,5,124,58.225,0.122596,0.120318,8
0,35,6,96,40.35,0.0980455,0.0961563,1
0,35,7,97,44.825,0.111834,0.10911,1
0,35,8,99,43.575,0.102456,0.100872,1
0,3,6,124,53.3,0.113984,0.11121,3
0,3,7,132,55.25,0.116531,0.114597,3
0,38,0,96,48.5,0.0650634,0.0625252,1
0,3,8,153,67.65,0.105383,0.102857,8
0,38,7,96,45.85,0.0650421,0.0631002,1
0,3,9,110,47.35,0.136157,0.132603,3
0,4,0,137,59.525,0.0444563,0.0418454,2
0,40,4,93,48.125,0.119764,0.117437,2
0,40,5,82,46.425,0.117281,0.115142,2
0,4,1,117,47.65,0.049498,0.0471746,2
0,4,2,104,53.2,0.0494291,0.0470631,2
0,4,3,110,53.55,0.0415332,0.0394001,2
0,43,1,97,45.125,0.0417505,0.0394612,1
0,43,8,96,48.175,0.0386026,0.0368312,1
0,44,1,87,43.5,0.0546481,0.0531385,3
0,44,2,88,40.875,0.0593696,0.0572494,3
0,44,4,96,48.025,0.0514156,0.0491462,3
0,44,7,89,42.275,0.0590551,0.0574006,3
0,4,5,114,56.475,0.04526,0.04258,2
0,4,6,134,62.65,0.0501923,0.0474156,2
0,46,1,93,47.5,0.102323,0.100183,2
0,4,7,126,48.625,0.0476413,0.0459151,2
0,48,4,85,45.5,0.086457,0.0843693,2
0,48,5,98,53.25,0.0772816,0.0754674,2
0,4,9,156,55.825,0.0439313,0.0415263,2
0,5,0,148,77.375,0.492659,0.489741,1
0,5,1,120,70.475,0.399247,0.3965,1
0,5,2,166,82.85,0.401573,0.399528,1
0,5,3,131,69.05,0.392331,0.389603,1
0,5,4,142,76.325,0.40999,0.406509,1
0,5,5,125,58.85,0.390703,0.389079,1
0,5,6,123,60.275,0.411297,0.409081,1
0,5,7,142,74.8,0.439587,0.436845,1
0,5,8,146,64.8,0.449932,0.447607,1
0,5,9,162,64.75,0.452546,0.450214,1
0,7,0,104,54.375,0.0662841,0.0637436,1
0,7,2,122,63.55,0.0717421,0.0689491,1
0,7,3,105,54.875,0.0715116,0.0690983,5
0,7,4,125,57.4,0.048995,0.0475062,1
0,7,5,111,51.75,0.0850329,0.081031,1
0,7,6,187,80.5,0.0581874,0.0555833,1
0,7,7,101,49.775,0.0670211,0.0642486,1
0,7,8,108,49.525,0.0948687,0.0904708,1
0,7,9,134,58.3,0.0906092,0.0858707,1
0,8,0,111,49.325,0.0383318,0.0362187,1
0,8,1,138,45.625,0.0459777,0.043966,2
0,8,2,110,47.7,0.0460069,0.0442943,1
0,8,3,141,50.025,0.0495292,0.0467669,1
0,8,6,122,47.975,0.0495473,0.0471157,1
0,8,7,122,44.85,0.0478758,0.0456696,1
0,8,8,121,52.3,0.0517654,0.0491431,1
0,8,9,132,45.175,0.0417931,0.0396967,1
0,9,0,100,50.05,0.0325168,0.03029,1
0,9,2,117,40.6,0.032781,0.0305544,2
0,9,3,112,46.15,0.031836,0.0297107,1
0,9,4,103,47.5,0.0235112,0.022067,1
