timing,simulator,obstacles,agents,k_neighbor,map_name,delay_start,delay_interval,delay_ratio,delay_type,makespan,soc,total_time,makespan_time,feasibility,cycle,execution_time,first_agent_arriving,cycle_count,cycle_agents,unblocked_agents,feasibility_count,feasibility_type_a,feasibility_type_b,feasibility_type_c,average_timestep_time,average_feasibility_time,average_cycle_time,average_feasibility_unsettled,average_feasibility_loop,average_feasibility_topo,average_feasibility_recursion,makespan_lower,makespan_upper,soc_lower,soc_upper,average_timestep_time_lower,average_timestep_time_upper,makespan_time_lower,makespan_time_upper,partial_replan_count,partial_replan_time,full_replan_count,full_replan_time,data_points,all_node_pairs,fixed_node_pairs,added_node_pairs
discrete,online_opt,0,10,2,warehouse-10-20-10-2-1,0,10,0.1,agent,200.34,106.83400000000002,0.0083906808,4.26505400949695e-05,heuristic,proposed,0.00215552188,18.94,14.54,24.16,189.24,14.62,0,0,0,7.911202563028403e-05,0.0001004413973772461,0.00010093736345198768,0.0,0.0,0.0,0.0,193.1494974813204,207.5305025186796,101.8038529313546,111.86414706864544,5.4245439123592204e-05,0.00010397861213697585,3.287967808858761e-05,5.242140210135139e-05,0,0,0,0,50,,,
discrete,replan_1.1,0,10,2,warehouse-10-20-10-2-1,0,10,0.1,agent,200.62,106.758,3.9687198,0.01992384361427254,heuristic,proposed,0.37770275400000003,18.94,0.0,0.0,0.0,0.0,0,0,0,0.01797972705287877,0.0,0.0,0.0,0.0,0.0,0.0,193.37166907259078,207.86833092740923,101.76538395603468,111.75061604396531,0.016473348979462354,0.01948610512629519,0.018855164078924628,0.02099252314962045,0,0,0,0,50,0.0,0.0,0.0
discrete,default,0,10,2,warehouse-10-20-10-2-1,0,20,0.1,agent,210.38,110.21799999999999,0.0007219284399999999,3.4693747184561257e-06,heuristic,proposed,0.0,18.72,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.8938411550877,218.8661588449123,104.61083401418554,115.82516598581444,0.0,0.0,3.2130405065828474e-06,3.725708930329404e-06,0,0,0,0,50,0.0,0.0,0.0
discrete,pibt,0,10,2,warehouse-10-20-10-2-1,0,20,0.1,agent,217.6,109.994,0.0121463912,5.05520864083012e-05,heuristic,proposed,0.0068418909399999995,139.1,0.0,0.0,0.0,0.0,0,0,0,4.851219996426041e-05,0.0,0.0,0.0,0.0,0.0,0.0,204.938797230229,230.261202769771,104.18992420933266,115.79807579066734,3.384551615860273e-05,6.31788837699181e-05,3.791520095271087e-05,6.318897186389153e-05,0,0,0,0,50,0.0,0.0,0.0
discrete,online_opt,0,10,2,warehouse-10-20-10-2-1,0,20,0.1,agent,208.4,107.95400000000001,0.006909855199999999,3.319259572429197e-05,heuristic,proposed,0.0015257316600000004,18.72,14.28,23.74,186.98,14.36,0,0,0,6.577279452570878e-05,8.344320750919488e-05,8.39374603583865e-05,0.0,0.0,0.0,0.0,200.19567557642569,216.60432442357433,102.83777931679545,113.07022068320457,4.658838090489792e-05,8.495720814651964e-05,2.6416651088856677e-05,3.996854035972726e-05,0,0,0,0,50,,,
discrete,replan_1.1,0,10,2,warehouse-10-20-10-2-1,0,20,0.1,agent,208.44,107.92999999999998,4.287502399999999,0.020612993140992176,heuristic,proposed,0.36549934799999995,18.72,0.0,0.0,0.0,0.0,0,0,0,0.017770234219788236,0.0,0.0,0.0,0.0,0.0,0.0,200.24509156244318,216.63490843755682,102.82811677872914,113.03188322127082,0.01634202315639941,0.01919844528317706,0.019300009158321117,0.021925977123663235,0,0,0,0,50,0.0,0.0,0.0
discrete,default,0,10,2,room-32-32-4,0,0,0.1,agent,52.78,28.605999999999998,0.00017916091999999997,3.412933945255846e-06,heuristic,proposed,0.0,4.92,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4893556715892,54.0706443284108,27.181350136899226,30.03064986310077,0.0,0.0,3.2080933933742174e-06,3.6177744971374748e-06,0,0,0,0,50,0.0,0.0,0.0
discrete,pibt,0,10,2,room-32-32-4,0,0,0.1,agent,54.24,28.958000000000002,0.00242789692,4.459950807457637e-05,heuristic,proposed,0.0012004232399999998,27.3,0.0,0.0,0.0,0.0,0,0,0,4.496799503293196e-05,0.0,0.0,0.0,0.0,0.0,0.0,52.46978509507389,56.010214904926116,27.499915419946436,30.416084580053568,3.88819024634858e-05,5.105408760237811e-05,3.8532278514851206e-05,5.066673763430154e-05,0,0,0,0,50,0.0,0.0,0.0
discrete,online_opt,0,10,2,room-32-32-4,0,0,0.1,agent,52.88,28.622,0.00484921256,9.005664161255599e-05,heuristic,proposed,0.0015299233400000002,4.88,4.86,18.62,47.76,5.58,0,0,0,0.00030338537863980466,0.0002798895052623325,0.00030678624530647134,0.0,0.0,0.0,0.0,51.53635727048784,54.223642729512164,27.192581087039677,30.051418912960322,0.00022609794896263718,0.00038067280831697214,7.25680433077016e-05,0.00010754523991741039,0,0,0,0,50,,,
discrete,replan_1.1,0,10,2,room-32-32-4,0,0,0.1,agent,52.78,28.605999999999998,0.00019296340000000002,3.687971338841883e-06,heuristic,proposed,0.0,4.92,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4893556715892,54.0706443284108,27.181350136899226,30.03064986310077,0.0,0.0,3.315327242093784e-06,4.060615435589982e-06,0,0,0,0,50,0.0,0.0,0.0
